CDB_ID,NOME,ENDERECO,IMAGEM,PETISCO,DESCRICAO
052,SINHÁ EROZITHA BISTRÔTECO,"RUA SANTO AMARO, 257, SAGRADA FAMILIA, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/CyJ94456KRwbM_x0X6anDUp20sc=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/0/A/yMwOHGRkOzxeo8WfQlJw/sinhaerozitha-elasquera-bh-2025-isaquerodrigues-unibh-8251.jpg,"Êêêê, lasqueira!!!",PANTURRILHA SUÍNA NO SEU MOLHO COM LEGUMES GRELHADOS
053,BAR DO BARTOLOMEU,"RUA ARTHUR LUCCHESI, 356, SANTA HELENA, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/UY3duScf7xPGl5ujAQRP6cOf_eE=/0x0:3500x2333/1000x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/J/P/asYaFLRcA0sFNkfLZSqA/bardobartolomeu-bembolado-bh-2025-fernandaoliveira-unibh-8039.jpg,"Bem Bolado, Uai!!",Bolinho de rabada com catupiry e alho poró. Acompanhado com molho da casa e molho geleia de pimenta.
054,BAR E RESTAURANTE DO JOÃOZINHO,"RUA PINHEIRO CHAGAS, 295, BARREIRO, BELO HORIZONTE, MG, BRASIL",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/24070652/bardojoaozinho_triomineiro_bh_2025_rodneycosta_unibh-7419-scaled.jpg,Trio Mineiro,"Quarteto: carne de lata bovina frita, torresmo pururuca, queijo temperado a moda da casa, molho de alho poró."
055,ESPETINHO DO BOI,"RUA SAO PAULO DA CRUZ, 357, BARREIRO, BELO HORIZONTE, MG, BRASIL",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19152726/espetinhodoboi_brigadeirodoboi_bh_2025_rodneycosta_unibh-8501-scaled.jpg,Brigadeiro do Boi,Almondega selada no forno com cobertura de queijo e salpicada com torresmo ao molho especial.
056,GOLDEN GRILL,"RUA AMILCAR CABRAL, 515, MILIONARIOS, BELO HORIZONTE, MG, BRASIL",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045801/goldengrill_costelaodosdeuses_bh_2025_rodneycosta_unibh-8167-scaled.jpg,Costelão dos Deuses,"Costelão de boi marinado em ervas finas acompanhado de purê de mandioca aligot , Farofa crocante e molho agridoce especial."
057,JÁ TO INNO,"RUA BENJAMIM DIAS, 379, BARREIRO, BELO HORIZONTE, MG, BRASIL",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045650/jatoinno_moderacao_bh_2025_fernandaoliveira_unibh-8097-scaled.jpg,Moderação,"Kafta de lata, acompanhada de caponata de tomate com bacon e linguiça regados com angu a moda da casa gratinado com queijo."
058,LEO DA QUADRA,"RUA OLIVEIRA LISBOA, 107, BARREIRO, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/2wxjwT3B8DMyFkqO9V9nGC3MqU8=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/B/L/e4w98WTQudCUzTp6AvyQ/leodaquadra-lembeosbeicos-bh-2025-rodneycosta-unibh-7632.jpg,Lembe os beiço,Bisteca bovina acompanhando de pirão e torradas
059,ALEXANDRE'S BAR,"RUA DAVID ALVES DO VALE, 68, SANTA ROSA, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/w6xgTZb45ExVKcLoRAFIaPl2iwA=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/T/o/nXdbyMTvuav3ZpGEAotA/alexandresbar-fabulosodiscao-bh-2025-isaquerodrigues-unibh-8111.jpg,O fabuloso discão,Polpetone com recheio de muçarela acompanhada com caponata de berinjela e abobrinha.
060,ARMAZÉM SANTA AMÉLIA,"AVENIDA DA SINFONIA, 253, SANTA AMELIA, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/z23BBsunx09X3iGDgJq31t80KMQ=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/n/7/ER0aMGSpW0AbDTBPLYfw/armazemsantaamelia-segredodoarmazem-bh-2025-isaquerodrigues-unibh-7616.jpg,Segredo do Armázem,"Polenta cremosa com ragu de carnes cheio de sabor, agrião fresco, crispy de parmesão e um toque secreto para abrilhantar as Bodas de Prata do Comida di Buteco."
061,BAR POMPÉU,"RUA SAO MIGUEL, 779, ITAPOA, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/i9d0IktNxvSj5wWM2VzyOnKMlM0=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/M/V/gRE5PlRgKotlyvT5zgwQ/pompeu-emasnume-bh-2025-rodneycosta-unibh-8144.jpg,É mas num é,"Iscas de filé de frango empanadas no flocos de arroz regado ao molho de alho poró e creem cheese, acompanha batata frita canoa e molho agridoce de goiabada."
062,BARRIGUDINHA BUTECO,"AVENIDA DOS ENGENHEIROS, 1071, ALIPIO DE MELO, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/R89DusuI6nOE395utBmW780octk=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/B/M/MBGNffSb6eDaFPHOcbfQ/barrigudinha-bodasaopradoribaomolhorubi-bh-2025-rodneycosta-unibh-8195.jpg,Bodas no prato: Rib ao molho Rubi,Costelinha de porco ao molho rubi
063,BAZIN BAR,"RUA MINISTRO OROZIMBO NONATO, 1053, DONA CLARA, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/cSLBEE4q2YpYRs5pdwTXvrG7dGA=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/u/h/wAfwYRSBqXnCppeH9NWQ/bazim-bodasdeprata-bh-2025-rodneycosta-unibh-8388.jpg,Bodas de Prata,CARNE DE PANELA ACOMPANHADA DE ANGU E ORA-PRO-NÓBIS
064,BUTECO DO LILI,"RUA LIBERO BADARO, 493, SANTA ROSA, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/tBXpjB3M7A1jnlz47UaR1eXpK78=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/z/X/XOq7tDQ8yhBLjzFj9d8g/butecodolili-saboresdeprata-bh-2025-rodneycosta-unibh-8489.jpg,Sabores de Prata,Fraldinha de panela ao molho Roti acompanhado de batata ao murro e pães de queijo fritos
065,BUTECO DO ROD,"RUA JOSE MOURA PECANHA, 12, OURO PRETO, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/rcheDAo435TFrOxcL1aBQU9wUI8=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/u/A/G2V1wEQJanSxRNgv5OIg/butecodorod-caneladebutequeiro-bh-2025-isaquerodrigues-unibh-8863.jpg,Canela di Butequêro,"Cambito suíno ao molho de cerveja preta acima de uma polenta temperada com páprica defumada e espinafre, acompanhado de farofa panko com bacon, finalizados com queijo gouda derretidinho."
066,BUTECO TÔ D'BOA,"RUA VIRGILIO DE MELO FRANCO, 400, SANTA AMELIA, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/g9BbVrEl3_G4hnffVbKT5NkUvWI=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/p/5/78e76aRRi5fyp7EUBvNg/butecotodeboa-paletasuinamineira-bh-2025-isaquerodrigues-unibh-7945.jpg,Paleta Suína Mineira,"Paleta suína marinada com molho especial e cerveja preta,acompanhada de farofa de bacon crocante, banana da terra caramelizada e finalizada com cheiro verde."
067,BUTIQUIM ON CÊ TÁ?,"AVENIDA GENERAL OLIMPIO MOURAO FILHO, 754, ITAPOA, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/cb_i9ci7M68mFxRzy3rUzZS6Aew=/0x0:3500x2333/1000x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/C/u/9UNNRTQoi97ClUir8Qiw/butequimonceta-almodegadamammatereza-bh-2025-isaquerodrigues-unibh-9021.jpg,Almondega da Mamma Tereza,"Almôndega ao molho de tomate, recheada com queijo. Acompanha rodelas de pão francês."
068,JUZÉ BAR,"RUA CARLOS SA, 180, SANTA AMELIA, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/RMzsKAj_lKM1xM8H5PmqbyRfmMc=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/c/A/AHASWOSYCRzqbBodFoXg/juze-abacaxedanoburacoquente-bh-2025-isaquerodrigues-unibh-8653.jpg,"Macaxeira no buraco quente, com sabor de quero+",Carne cozida desfiada ao molho servida na panhoca acompanhada de macaxeira cozida na manteiga de garrafa ao alho e cebola caramelizada.
069,MAGNIFICO QUINTAL,"RUA DOUTOR JEFFERSON DE OLIVEIRA, 56, SANTA AMELIA, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/NG1e1AgBFTDfhpIN6qwkNE0Py64=/0x0:3500x2333/1000x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/g/J/KiCkVHRxC3qprObxEqVQ/magnifcoquinta-cocorico-bh-2025-isaquerodrigues-unibh-7756.jpg,Cocoricó,"Frango assado com molho, batata recheada e pepino agridoce."
070,MAGRELO'S BAR,"AVENIDA SERRANA, 635, SERRANO, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/dNgbFhVIwkOheBPp0EwrZjF2J5g=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/1/B/lhD5fmSjuHHCBldyVC4A/magrelos-amigosdopeito-bh-2025-isaquerodrigues-unibh-9303.jpg,Amigos do Peito,"Maçã de peito marinada em vinho tinto com ervas aromáticas, servido com polenta cremosa gratinada com queijo canastra e bolinhos de aipim, acompanhados de aioli de rúcula fresco."
071,PARADA 10.95 BAR,"AVENIDA DOS ENGENHEIROS, 1095, ALIPIO DE MELO, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/-71LprOaRkr4WW8UStUr-V7Uddg=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/Q/g/6LRMjoSoqgHU3yZRJdKQ/parada1095-bh-2025-amandacantanhede-unibh-8058.jpg,Parada Holandesa,Uma adaptação do tradicional prato belgo-holandês carbonnade flamande. Carne bovina marinada na cerveja e cozida lentamente. Acompanha purê de mandioca e batata crocante.
072,PLANETA LÚPULO,"AVENIDA GUARAPARI, 110, SANTA AMELIA, BELO HORIZONTE, MG, BRASIL",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19160104/planetalupulo_cestinhadasgerais_bh_2025_isaquerodrigues_unibh-8557-1536x1024.jpg,Cestinha das Gerais,"Cestinhas de massa de pastel, recheadas com aligot de batata e queijo, coberta com fraldinha cozida na cerveja. E biscoitos de queijo (da vovó) para acompanhar."
073,RANCHO DO MANOEL,"RUA IZABEL BUENO, 1100, SANTA ROSA, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/ibK_u3USJeiC7dLipgNegTIFkXg=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/n/v/QPHUBlQ8eVMAEW9tmeyQ/ranchodomanoel-trembaoso-bh-2025-rodneycosta-unibh-7453.jpg,Trem Bão Sô!,Maçã de peito acompanhada de purê de moranga e farofa da casa.
074,REI DO PEIXE,"RUA RAMALHO ORTIGAO, 685, SANTA BRANCA, BELO HORIZONTE, MG, BRASIL",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/10074117/oreidopeixe_bolinhobodasdeprata_bh_2025_rodneycosta_unibh-9259-1536x1024.jpg, Bolinhos Bodas de Prata,"Bolinho de Tilápia recheado com Tilápia e queijo, acompanhado com molho verde e geleia de pimenta."
075,SEU BRAZ,"AVENIDA PORTUGAL, 4325, ITAPOA, BELO HORIZONTE, MG, BRASIL",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044541/seubraz_contrafileflambadonacachaca_bh_2025_isaquerodrigues_unibh-7921-1536x1024.jpg,Contra filet flambado na cachaça,Contra filet flambado na cachaça ao creme acompanhado de mandioca na manteiga de garrafa com queijo gratinado e bacon crocante.
076,SÔ BAR,"AVENIDA ALTAMIRO AVELINO SOARES, 426, CASTELO, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/EBMcfqL-rlWoYSfmlXbxu3IxzUE=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/8/r/3g5BOlRuGGhGTZgxy0Hg/sobar-somio-bh-2025-rodneycosta-unibh-8449.jpg,Sô Mio,"Maçã de peito com batatas cozidas, farofa de torresmo e espetinho de torresmo de barriga com pimenta agridoce."
077,TOCA DO OGRO,"RUA PROFESSOR NELSON DE SENA, 4, AEROPORTO, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/XpL5iU_3lbUh-mkIMglzns015r0=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/0/e/Zsww6cQOikwACTgXP2bQ/tocadoogro-ripadeprata-bh-2025-rodneycosta-unibh-9147.jpg,Ripa de Prata,Picolé Mineiro - Costelinha suína com pele e osso. Acompanhada de purê de mandioca e crispy de couve.
078,XICO DO CHURRASCO,"AVENIDA ALTAMIRO AVELINO SOARES, 920, CASTELO, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/A6yzBbSKhOA3394Ho6Y-m-mqH3I=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/3/i/gdzChfTFCcR9sXGyh8Ew/xicodochurrasco-xicobalaio-bh-2025-isaquerodrigues-unibh-7860.jpg,Xico Balaio,Asinhas de frango com provolone com o tempero.
079,BAR STELLA,"AVENIDA SARAMENHA, 1605, TUPI B, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/BtIMSeb5q2VcHI_Uq-la_mSJNGg=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/q/E/hUoI9bSkOgMMuvBiARFw/barstella-boibebum-bh-2025-amandacantanhede-unibh-7586-1-.jpg,Boi bebum,"Maçã de peito ao molho de vinho, acompanhado de farofa d'água e mandioca na manteiga de garrafa"
080,CHAPA MÁGICA,"RUA WALDOMIRO LOBO, 305, AARAO REIS, BELO HORIZONTE, MG, BRASIL",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19152044/chapamagica_incangadodeihameebancondadonabiu_bh_2025_amandacantanhede_unibh-8830-scaled.jpg,Incangado de inhame com bacon dona Biu,Purê de inhame com bacon
081,FOGÃO DE MINAS,"AVENIDA DOUTOR CRISTIANO GUIMARAES, 1911, PLANALTO, BELO HORIZONTE, MG, BRASIL",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19153205/fogaodeminas_tropadeelite_bh_2025_rodneycosta_unibh-8509-scaled.jpg,Tropa de Elite,Petisco de tropeiro
082,GARAGGE VINTAGE,"AVENIDA DOUTOR CRISTIANO GUIMARAES, 1258, PLANALTO, BELO HORIZONTE, MG, BRASIL",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19153255/garaggevintage_baotambem_bh_2025_amandacantanhede_unibh-8958-scaled.jpg,Bão Também,"Maminha cozida marinada no vinho tinto, servida com molho madeira, acompanhada de purê abóbora moranga com bacon frito triturado e chips massa de lasanha."
083,IVO GRILL,"RUA PROFESSOR TRISTAO DA CUNHA, 183, PLANALTO, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/i_FeOtGPobYIKrbfySWpI_xznN8=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/T/l/bgo85gTR2Oz9D8jr6EMw/ivogrill-kafajeste-bh-2025-mylenaizis-unibh-9216.jpg,Kafajeste,"Kafta defumada na brasa harmonizada com sour cream, geleia de pimentas vermelhas e cebola em tiras crocantes."
084,LÁ ELE BAR,"AVENIDA GENERAL CARLOS GUEDES, 165, PLANALTO, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/koWY4qg2Q6VrB-Yp4tPOQIdvdx8=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/U/h/448aMJSoq8uYi0LeYUQw/laele-peitimmoiado-bh-2025-rodneycosta-unibh-9100.jpg,Peitin Moído,"Maçã de peito cozida com legumes, acompanhada de farofa da casa, LAELEgrete e pão"
085,PROSA BOA,"AVENIDA DOUTOR CRISTIANO GUIMARAES, 1480, PLANALTO, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/KhuaE3fOQG-qYiCPiA3nIrSIg7Q=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/c/C/pqpZ1lS5GdYFDtsICLjg/prosaboa-roendoateoosso-bh-2025-rodneycosta-unibh-7476.jpg,ROENDO ATÉ OS OSSOS,"COSTELA BOVINA BRASEADA, ACOMPANHADA DE BATATINHAS TEMPERADAS, ANTEPASTO DE AZEITONAS E TOMATINHOS E FAROFA CROCANTE DE BACON"
086,ZÉ BOLACHA,"RUA DAS MELANCIAS, 35, VILA CLORIS, BELO HORIZONTE, MG, BRASIL",https://comidadibuteco.com.br/wp-content/uploads/2025/03/zebolacha_rabico_bh_2025_isaquerodrigues_unibh-9275-scaled.jpg,Rabicó,"Bolinho de costelinha desfiada com requeijão e muçarela, empanada no panko com molho de laranja e mel."
087,BAR BENDITA BADERNA,"RUA SILVA FORTES, 47, UNIAO, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/LWkTxL4hx7hIUz9kK5kTEixd9bk=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/j/y/IPRENIRluzThbCg8XhSw/benditabaderna-parabenscdb-bh-2025-rodneycosta-unibh-8203.jpg,PARABÉNS CDB,"Coxinhas recheadas para todos os gostos, massa de abóbora com recheio de frango com quiabo, massa de mandioca com recheio de carne de lata (suína) e massa de beterraba com recheio de alho poró com queijo canastra."
088,CAMISOLA BAR,"RUA LUTHER KING, 242, CIDADE NOVA, BELO HORIZONTE, MG, BRASIL",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19151142/camisola_costelamineira_bh_2025_rodneycosta_unibh-7449-scaled.jpg,Costela Mineira,Costela de boi cozida na cerveja preta acompanhada com um purê de mandioca com queijo.
089,DONA JU GASTRO BAR,"RUA DOS BORGES, 1520, JARDIM VITORIA, BELO HORIZONTE, MG, BRASIL",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19152529/donajugastro_ju-elho_bh_2025_rodneycosta_unibh-7719-scaled.jpg,Jú-elhoo,"Joelho de porco marinado em especiarias, cozido na cerveja e acompanhado de angu de milho-verde e couve passada no azeite. E ambrósia de sobremesa para comemorar os 25 anos do CDB."
090,RESENHA DA NATY,"RUA GONCALVES LEDO, 288, CACHOEIRINHA, BELO HORIZONTE, MG, BRASIL",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044659/resenhadanaty_trembaumdemasso_bh_2025_isaquerodrigues_unibh-8123-scaled.jpg,TREM BÃO DEMAIS SÔ,"Bolinho de linguiça suína, recheado de muçarela e um toque de limão para finalizar."
091,SPETIM,"RUA ILACIR PEREIRA LIMA, 518, SILVEIRA, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/dUJnYHglyuslA4COf5nuV8Y53Jw=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/J/Y/sl5H52QVS4x4svTpTXPQ/spetim-tanabocadopovo-bh-2025-rodneycosta-unibh-7565.jpg,Tá na boca do povo,"Língua de boi, fatiada bem fininha, num encorpado molho de tomate e manjericão, acompanhada por um mineirissimo angu de moinho dágua e mostarda passadinha na panela."
092,AVALANCHE ESPETERIA,"RUA DOUTOR ALVARO CAMARGOS, 1113, SAO JOAO BATISTA, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/jCgQKB1Vb-9qJC86R2Lwxx12doU=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/N/p/Qjcq5ySjmWTLL9asap8w/avalanche-milaomaluco-bh-2025-rodneycosta-unibh-8764.jpg,Milão Maluco,"Ossobuco cozido ao molho tradicional, acompanhado com purê de batata e farofinha da casa."
093,BAR DA CINTIA,"RUA PASTOR RUI FRANCO, 257, SAO JOAO BATISTA, BELO HORIZONTE, MG, BRASIL",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19142858/bardacinthia_linguabeba_bh_2025_rodneycosta_unibh-8675-scaled.jpg,Língua bêbada,"Língua marinada na cerveja caracu, cheiro verde, mandioca cozida na manteiga de garrafa"
094,BAR DA FIA,"RUA DOS ASTECAS, 2722, SANTA MONICA, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/g-QOQzoZsRfaUgjJ7Ve8PhbFRCE=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/a/Z/FaNHULQFKaDFVBb4LRMg/bardafia-linguanorabo-bh-2025-rodneycosta-unibh-7352.jpg,Língua no rabo,"Língua bovina com rabada servida com polenta, quiabo frito e agrião."
095,DONA SUICA,"RUA JOAO SAMAHA, 390, SAO JOAO BATISTA, BELO HORIZONTE, MG, BRASIL",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045850/donasuica_pratodacasa_bh_2025_mylenaizis_unibh-9180-scaled.jpg,Prata da Casa,"Sobrecoxa desossada e assada, polenta de milho verde com Bacon e queijo e farofinha com quiabo grelhado."
096,NOSSO SPETIM,"RUA DOS ASTECAS, 3219, SANTA MONICA, BELO HORIZONTE, MG, BRASIL",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045142/nonospetim_linguadedoisamores_bh_2025_isaquerodrigues_unibh-9340-scaled.jpg,Língua de Dois Amores,"língua ao molho madeira, com fatia de pães e um espetinho de medalhão de batata recheada com queijo minas acompanhado de geleia biquinho."
097,O FINO DO ALHO,"RUA CAPITAO SERGIO PIRES, 133, MINASCAIXA, BELO HORIZONTE, MG, BRASIL",https://comidadibuteco.com.br/wp-content/uploads/2025/03/ofinodoalho_sodeminas_bh_2025_isaquerodrigues_unibh-9054-scaled.jpg,SôdaTerra,"Carne de panela, temperada com especiarias, acompanhada de mandioca cozida no suco de beterraba e açafrão finalizada com crispy de bacon e banana da terra ."
098,RECANTO VOVÓ TELA,"RUA TENENTE MARINO FREIRE, 270, MARIA HELENA, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/6DfLlBDCXib0XlWwVAFnI_J7_vY=/0x0:2048x1365/1000x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/B/8/MjBx9bSVaBE9AIALl3AQ/recantovovotela-de2510tmj-bh-2025-rodneycosta-unibh-9209-2048x1365.jpg,DE 25 10 TMJ,"Picanha Suína assada, marinada em limão pepper e páprica picante, acompanhada de mini cebola empanada, farofa de ervilha e chutney de abacaxi com pimenta dedo de moça."
099,BAR DO BEM,"RUA VICENTINA COUTINHO CAMARGOS, 100, ALVARO CAMARGOS, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/8G4DuOUOOtTcfO7FhnGirnrduis=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/u/1/VIv5qZTPeOe39fScSPOw/bardobem-furiosa-bh-2025-rodneycosta-unibh-9134.jpg,A Furiosa,"Miolo de acém cozido na cerveja e tempero da casa servido com torradas feitas na manteiga e ervas, pão de queijo assado e pastel de vento."
100,BENJAMIN BAR,"AVENIDA CORONEL JOSE BENJAMIM, 770, PADRE EUSTAQUIO, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/-HOIprvErwM6J3rLwKbng-Z-Hx0=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/h/V/F03evhQxCJGCopcjvhLA/benjamin-boizimnomilharal-bh-2025-isaquerodrigues-unibh-7748.jpg,Boizinho no milharal,"Costela bovina regada no molho roti, acompanhada de quirera de milho com queijo canastra meia cura e milho-verde cozido."
101,BOTECO 86,"RUA JACARINA, 86, PADRE EUSTAQUIO, BELO HORIZONTE, MG, BRASIL",https://s2-g1.glbimg.com/o9wmjsO_tv3OZXfUEI_5d0jBFnI=/0x0:3500x2333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/j/u/qr2cyoRxWzxFBQSd0mzQ/boteco86-bolinhonordestino-bh-2025-isaquerodrigues-unibh-7714.jpg,Bolinho Nordestino,Bolinho de aipim com carne seca e requeijão
102,CANTINA ARTE QUINTAL,"RUA REALENGO, 150, ALTO CAICARAS, BELO HORIZONTE, MG, BRASIL",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19151606/cantinaartequinta_fraudinhaacachacaecerveja_bh_2025_isaquerodrigues_unibh-7690-scaled.jpg,Fraldinha Assada na Cachaça e Cerveja,"Fraldinha assada flambada na cachaça e cerveja com calda de maracujá, farofa de alho-poró e banana frita curtida ao bacon"
