ID_ATIV_ECON_ESTABELECIMENTO,ID_CDB,CNAE_PRINCIPAL,DATA_INICIO_ATIVIDADE,IND_POSSUI_ALVARA,ENDERECO_COMPLETO,NOME,NOME_FANTASIA,GEOMETRIA,COORDS,COORD_GEO
253410,000,5611201.0,2020-04-08,NÃO,"RUA JOSE FELIX MARTINS, 811, MANTIQUEIRA, BELO HORIZONTE, MG, BRASIL",NOEMIA AFONSO VIEIRA 08656978683,BAR E RESTAURANTE DA NONO E CHARLES,POINT (606390.98 7810563.10),"(-19.7937604, -43.9854096)","(-19.7979026, -43.98426)"
253687,000,5611201.0,2020-04-13,NÃO,"RUA RADIALISTA MARIO ROSA, 60, CEU AZUL, BELO HORIZONTE, MG, BRASIL",ANA CLARA DA SILVA DIAS 14618503637,@LANCHES,POINT (604460.16 7808559.67),"(-19.8163161, -44.0030994)","(-19.8161084, -44.0025791)"
254010,000,5611205.0,2020-04-16,NÃO,"RUA EDGARD TORRES, 365, MINASCAIXA, BELO HORIZONTE, MG, BRASIL",FERNANDA CRISTINA DA MATA 09923524604,BRAVUS ESPETERIA,POINT (609077.33 7809000.91),"(-19.8093243, -43.9558795)","(-19.81187, -43.958524)"
254403,000,5611201.0,2020-04-22,NÃO,"RUA CASTELO NOVO, 2, SANTA EFIGENIA, BELO HORIZONTE, MG, BRASIL",WENDERSON CHARLLES SANTANA 09339160606,GARAGEM MALADEZA,POINT (614073.81 7796066.55),"(-19.9294479, -43.9088173)","(-19.9284497, -43.9100252)"
254407,000,5611201.0,2020-04-22,SIM,"AVENIDA AMERICO VESPUCIO, 990, APARECIDA SETIMA SECAO, BELO HORIZONTE, MG, BRASIL",GABRIEL TOBIAS RODRIGUES SOARES 14248323656,VILLA RUSTIC,POINT (609005.23 7800074.93),"(-19.8947225, -43.9602169)","(-19.8925233, -43.9586864)"
254411,000,5611201.0,2020-04-22,NÃO,"RUA DA PASSAGEM, 155, MARCOLA, BELO HORIZONTE, MG, BRASIL",LUCAS ARCANJO GONCALVES DE SOUZA 11191939669,LDM ALIMENTOS,POINT (613970.61 7794641.29),"(-19.9412481, -43.9112542)","(-19.9413331, -43.9109229)"
249961,000,5611204.0,2020-03-09,SIM,"AVENIDA ABILIO MACHADO, 2174, ALIPIO DE MELO, BELO HORIZONTE, MG, BRASIL",JOAO MEDEIROS DO CARMO 48650404634,MEDEIROS LANCHES E PETISCOS,POINT (604102.01 7799395.11),"(-19.897303, -44.0074512)","(-19.8989336, -44.0054825)"
250286,000,5611201.0,2020-03-11,NÃO,"RUA ONZE DE AGOSTO, 190, ALPES, BELO HORIZONTE, MG, BRASIL",FREDDIE EMANUEL LIMA DE SOUZA 02011572681,DELICIAS DA CASA,POINT (608201.70 7793242.65),"(-19.9549984, -43.96633)","(-19.9542996, -43.9659601)"
250938,000,5611205.0,2020-03-17,NÃO,"RUA SAO MARCOS, 1040, HORTO FLORESTAL, BELO HORIZONTE, MG, BRASIL",WAGNER BASTOS DE SOUZA 12330785690,ARMAZEM51,POINT (613796.14 7798977.15),"(-19.9022174, -43.9125695)","(-19.9021683, -43.9128577)"
251876,000,5611201.0,2020-03-27,NÃO,"RUA MARLY PASSOS, 205, TUNEL DE IBIRITE, BELO HORIZONTE, MG, BRASIL",RONALD LOPES MIRANDA 09172943602,MC RONALD LANCHES,POINT (599577.73 7789931.21),"(nan, nan)","(-19.9846809, -44.0481875)"
252834,000,5611201.0,2020-04-02,NÃO,"AVENIDA OLINTO MEIRELES, 2745, ARAGUAIA, BELO HORIZONTE, MG, BRASIL",DEYWSON LUCIO DE ARAUJO 12304854656,ESTABELECIMENTO SEM NOME,POINT (603947.67 7788771.73),"(-19.9936181, -44.0068046)","(-19.994928, -44.0063563)"
253122,000,5611201.0,2020-04-06,NÃO,"RUA WALDOMIRO LOBO, 1606, GUARANI, BELO HORIZONTE, MG, BRASIL",36.875.267 GABRIELLA RIBEIRO DE MATOS,ESPETERIA D+,POINT (611974.71 7805166.02),"(-19.8463582, -43.9316727)","(-19.8463559, -43.9306314)"
253135,000,5611205.0,2020-04-06,NÃO,"RUA ANGELA BENAREGES, 462, CONJUNTO CAPITAO EDUARDO, BELO HORIZONTE, MG, BRASIL",DANIELA PEREIRA DE ALMEIDA 06370375616,DANY'S BAR,POINT (618521.34 7807189.15),"(nan, nan)","(-19.8276909, -43.8682489)"
253714,000,5611201.0,2020-04-13,NÃO,"RUA ODILA GONCALVES, 180, MARIA GORETTI, BELO HORIZONTE, MG, BRASIL",36.922.521 THIAGO OLIVEIRA ARAUJO,BATATA SHOW,POINT (614070.47 7802957.82),"(nan, nan)","(-19.8661862, -43.9104832)"
254232,000,5611201.0,2020-04-20,NÃO,"RUA MAESTRO DELE ANDRADE, 129, SANTA EFIGENIA, BELO HORIZONTE, MG, BRASIL",BRENO ALEXANDRE DIAS 08447574628,BELLA DOGUERIA,POINT (613778.39 7796621.07),"(-19.9259463, -43.9134285)","(-19.9234568, -43.9128818)"
249661,000,5611201.0,2020-03-06,NÃO,"RUA JUACEMA, 688, GRACA, BELO HORIZONTE, MG, BRASIL",MISAEL DA SILVA RODRIGUES MARTINHO 51703246691,EXAGERADO,POINT (612110.14 7799492.94),"(-19.9026213, -43.9312935)","(-19.8976057, -43.928994)"
249672,000,5611201.0,2020-03-06,NÃO,"RUA BATISTA DE ANDRADE, 190, JARDIM SAO JOSE, BELO HORIZONTE, MG, BRASIL",PATRICIA RODRIGUES DA SILVA 11282328638,LANCHONETE E ACAI PODE VIM,POINT (605189.14 7798445.47),"(-19.9077043, -43.9964587)","(-19.9074556, -43.9950438)"
250305,000,5611201.0,2020-03-11,NÃO,"RUA DESEMBARGADOR SARAIVA, 437, ALTO VERA CRUZ, BELO HORIZONTE, MG, BRASIL",MARESSA BEATRIZ DA SILVA VITOR 10593925696,TODAH RESTAURANTE E LANCHONETE,POINT (615893.46 7798379.13),"(-19.9072087, -43.8928862)","(-19.9074479, -43.8927863)"
250629,000,5611201.0,2020-03-13,NÃO,"RUA SILVA ALVARENGA, 126, SAO GERALDO, BELO HORIZONTE, MG, BRASIL",CAROLINA DE OLIVEIRA SILVINO 09793982667,FINE LANCHES,POINT (615407.60 7798874.19),"(-19.8948487, -43.898423)","(-19.9030038, -43.8974584)"
251598,000,5611201.0,2020-03-24,NÃO,"AVENIDA MIGUEL MOYSES, 100, VILA NOVA GAMELEIRA II, BELO HORIZONTE, MG, BRASIL",OVIDIO CARLOS DA SILVA 03523026660,COMERCIAL MAIS,POINT (605473.45 7794745.51),"(nan, nan)","(-19.9408707, -43.992116)"
252216,000,5611204.0,2020-03-30,SIM,"RUA GRACA ARANHA, 135, SANTA BRANCA, BELO HORIZONTE, MG, BRASIL",JOSE SOUZA BASTOS 97425079704,QUINTAL DOS AMIGOS,POINT (607949.31 7806453.82),"(-19.8343851, -43.9687926)","(-19.8349464, -43.9691447)"
411200,000,5611205.0,2023-07-21,NÃO,"RUA FLOR DE MAIO, 80, LINDEIA, BELO HORIZONTE, MG, BRASIL",51.516.677 LUIZ ARTHUR ROCHA DINIZ,CASA 8O,POINT (599678.99 7790609.81),"(-19.9794349, -44.0460595)","(-19.9785442, -44.0472565)"
412167,000,5611201.0,2023-07-27,NÃO,"RUA SERRADOR, 20, JATOBA, BELO HORIZONTE, MG, BRASIL",51.592.132 ANTONIO LUCIO DA SILVA,PIZZAS HOT,POINT (598887.19 7789212.90),"(-19.9912953, -44.054355)","(-19.9912064, -44.0547486)"
413777,000,5611201.0,2023-08-07,SIM,"RUA LAMBDA, 97, CAICARAS, BELO HORIZONTE, MG, BRASIL",51.711.750 DEBORA BATISTA GONCALVES,DELUS LANCHES,POINT (608234.28 7799850.99),"(-19.8943384, -43.9666441)","(-19.8945896, -43.9660371)"
414058,000,5611201.0,2023-08-08,SIM,"RUA JACEGUAI, 317, PRADO, BELO HORIZONTE, MG, BRASIL",PALOMA KENIA DA SILVA DE SOUSA,BAR 24 HORAS,POINT (608978.37 7796816.41),"(-19.9210183, -43.9584915)","(-19.9219664, -43.9587503)"
409612,000,5611201.0,2023-07-13,SIM,"RUA DOS OTONI, 468, SANTA EFIGENIA, BELO HORIZONTE, MG, BRASIL",RESTAURANTE DONNA DALVA LTDA,DONNA DALVA,POINT (612543.32 7796307.78),"(-19.9260875, -43.9261851)","(-19.9263592, -43.9246618)"
410249,000,5611205.0,2025-01-22,NÃO,"RUA ALABANDINA, 599, CAICARAS, BELO HORIZONTE, MG, BRASIL",51.452.885 ESTEFANIA FRANCIELLE CALIXTO CUNHA,ESTABELECIMENTO SEM NOME,POINT (607935.12 7800062.79),"(-19.8928919, -43.9690395)","(-19.8926925, -43.968907)"
410565,104,5611201.0,2023-07-19,SIM,"RUA MIRACEMA, 100, SANTO ANDRE, BELO HORIZONTE, MG, BRASIL",ANTONIO AUGUSTO COSTA RESTAURANTE,TONINHO - ALTO FORNO,POINT (609656.52 7799250.36),"(-19.8999841, -43.9522977)","(-19.899937, -43.9524164)"
434819,000,5611201.0,2023-12-22,NÃO,"RUA JOSE JORGE FONTE BOA, 425, VENTOSA, BELO HORIZONTE, MG, BRASIL",53.290.741 ROSILENE RODRIGUES SANTANA,ESTABELECIMENTO SEM NOME,POINT (607607.46 7793053.39),"(-19.9574363, -43.9732104)","(-19.9560426, -43.9716272)"
434830,000,5611201.0,2023-12-22,NÃO,"RUA PIUM I, 675, ANCHIETA, BELO HORIZONTE, MG, BRASIL",53.291.211 ANTONIO MARCOS DE MELO,ESTABELECIMENTO SEM NOME,POINT (611906.02 7794195.60),"(-19.9475492, -43.9312652)","(-19.9454799, -43.9306219)"
435464,000,5611201.0,2023-12-29,SIM,"RUA GUAICUI, 510, LUXEMBURGO, BELO HORIZONTE, MG, BRASIL",DAFLORA ENTRETENIMENTO LTDA,AFLORA SECRETA,POINT (609476.87 7794042.26),"(-19.9473302, -43.9544083)","(-19.9470036, -43.9538229)"
435480,000,5611201.0,2023-12-29,NÃO,"RUA CRUZ DE MALTA, 195, NAZARE, BELO HORIZONTE, MG, BRASIL",53.327.361 WILLIAN CESAR EVANGELISTA,ESTABELECIMENTO SEM NOME,POINT (615838.51 7804406.60),"(-19.8527731, -43.8937309)","(-19.8529923, -43.8936893)"
435797,000,5611201.0,2024-01-03,SIM,"RUA CEARA, 1548, SAVASSI, BELO HORIZONTE, MG, BRASIL",PALMYRA RESTAURANT LTDA,PALMYRA RESTAURANTE,POINT (612054.39 7795355.29),"(-19.938758, -43.9302364)","(-19.9349933, -43.9292749)"
436126,000,5611205.0,2024-01-04,NÃO,"RUA JOAQUIM VIEIRA TORRES, 104, JARDIM GUANABARA, BELO HORIZONTE, MG, BRASIL",53.366.898 ODAIR DONIZETE DOS SANTOS,ESTABELECIMENTO SEM NOME,POINT (611894.49 7807404.08),"(nan, nan)","(-19.826139, -43.9315327)"
436457,000,5611201.0,2024-01-05,NÃO,"RUA JONAS LINS DE OLIVEIRA, 96, DONA CLARA, BELO HORIZONTE, MG, BRASIL",53.391.283 ELISANGELA DE OLIVEIRA DIAS FERREIRA,ESTABELECIMENTO SEM NOME,POINT (610531.43 7804030.55),"(nan, nan)","(-19.8566973, -43.9443453)"
437113,000,5611201.0,2024-01-10,SIM,"RUA URSULA PAULINO, 1321, ESTRELA DO ORIENTE, BELO HORIZONTE, MG, BRASIL",DONA COTINHA PIZZARIA LTDA,DONA COTINHA PIZZA,POINT (605940.49 7792783.28),"(-19.9609295, -43.9897784)","(-19.9585747, -43.9875405)"
434848,000,5611201.0,2023-12-22,NÃO,"RUA JOINVILLE, 19, COPACABANA, BELO HORIZONTE, MG, BRASIL",53.292.174 VARLEI DA SILVA BENTO,ESTABELECIMENTO SEM NOME,POINT (606476.08 7806080.82),"(-19.8367673, -43.9824275)","(-19.8383974, -43.9831901)"
437456,000,5611201.0,2024-01-11,NÃO,"RUA BERNARDO CISNEIROS, 740, APARECIDA, BELO HORIZONTE, MG, BRASIL",53.462.395 JENIFER CRISTINA APOLINARIO BALDAN,ESTABELECIMENTO SEM NOME,POINT (609142.17 7799806.89),"(nan, nan)","(-19.8949374, -43.9573625)"
437792,000,5611201.0,2024-01-12,NÃO,"RUA ITAUNENSE, 731, CAMARGOS, BELO HORIZONTE, MG, BRASIL",53.483.943 MILENA RIBEIRO CAETANO,ESTABELECIMENTO SEM NOME,POINT (602815.65 7794673.21),"(-19.941447, -44.0199595)","(-19.9416662, -44.0175065)"
438431,000,5611204.0,2024-01-17,SIM,"RUA MARIA BEATRIZ, 175, HAVAI, BELO HORIZONTE, MG, BRASIL",N R ESPETERIA & COMERCIO LTDA,NOSSO ESPETO,POINT (606731.66 7793573.46),"(-19.9549908, -43.9784052)","(-19.9513919, -43.9800262)"
439100,096,5611204.0,2024-01-20,SIM,"RUA DOS ASTECAS, 3219, SANTA MONICA, BELO HORIZONTE, MG, BRASIL",NOSSO SPETIM LTDA,NOSSO SPETIM,POINT (607104.26 7806813.52),"(-19.8299231, -43.9791637)","(-19.8317428, -43.9772343)"
439719,000,5611201.0,2024-01-24,NÃO,"RUA JOSE HEMETERIO ANDRADE, 950, BURITIS, BELO HORIZONTE, MG, BRASIL",53.630.329 DANIEL AFONSO PRATES,ESTABELECIMENTO SEM NOME,POINT (608482.65 7790556.13),"(-19.9741482, -43.9665179)","(-19.9785573, -43.9631168)"
439729,000,5611205.0,2024-01-24,SIM,"AVENIDA AFONSO PENA, 981, CENTRO, BELO HORIZONTE, MG, BRASIL",BELA BEBIDAS E LARICAS LTDA,BELA,POINT (611263.81 7796857.13),"(-19.923404, -43.9360571)","(-19.9214693, -43.936919)"
435507,000,5611201.0,2023-12-29,SIM,"AVENIDA OLEGARIO MACIEL, 742, CENTRO, BELO HORIZONTE, MG, BRASIL",PARALELO MIXOLOGIA ALTERNATIVA LTDA,ESTABELECIMENTO SEM NOME,POINT (610450.30 7796980.71),"(-19.9217543, -43.9447993)","(-19.920399, -43.9446982)"
435830,000,5611201.0,2024-01-02,NÃO,"RUA JOAO ALVES TEIXEIRA, 85, MANTIQUEIRA, BELO HORIZONTE, MG, BRASIL",53.347.518 FREDERICO RISI DA SILVA,ESTABELECIMENTO SEM NOME,POINT (606064.84 7810491.41),"(-19.7948025, -43.9876905)","(-19.798568, -43.9873693)"
435841,000,5611204.0,2024-01-02,SIM,"AVENIDA DO CONTORNO, 10684, BARRO PRETO, BELO HORIZONTE, MG, BRASIL",53.346.843 MARCELO DE ALMEIDA RODRIGUES,ESTABELECIMENTO SEM NOME,POINT (609873.42 7797257.45),"(-19.919299, -43.9565578)","(-19.9179312, -43.9502258)"
436173,000,5611201.0,2024-01-04,SIM,"RUA ARTURO TOSCANINI, 61, SANTO ANTONIO, BELO HORIZONTE, MG, BRASIL",ARTURO COMERCIO DE ALIMENTOS LTDA,ARTURO COMERCIO DE ALIMENTOS,POINT (610969.43 7794746.23),"(-19.9406011, -43.9396885)","(-19.9405585, -43.9396041)"
436828,000,5611201.0,2024-01-09,NÃO,"AVENIDA PERIMETRAL, 169, SANTA RITA, BELO HORIZONTE, MG, BRASIL",53.418.724 JONATHAN DA SILVA LOPES DOS REIS,ESTABELECIMENTO SEM NOME,POINT (601628.85 7787106.28),"(-20.0081523, -44.0292383)","(-20.0100989, -44.0284274)"
437479,000,5611201.0,2024-01-11,NÃO,"AVENIDA ALVARES CABRAL, 894, LOURDES, BELO HORIZONTE, MG, BRASIL",RESTAURANTE VICTOR LTDA,ESTABELECIMENTO SEM NOME,POINT (610611.87 7796061.96),"(-19.9289261, -43.9433856)","(-19.9286909, -43.9430995)"
437804,000,5611204.0,2024-01-13,NÃO,"RUA MARIA DA CONSOLACAO LIMA, 100, JARDIM DOS COMERCIARIOS, BELO HORIZONTE, MG, BRASIL",53.485.287 JANIO ROSA DE OLIVEIRA,ESTABELECIMENTO SEM NOME,POINT (608501.60 7810659.69),"(-19.7965614, -43.9641566)","(-19.7969142, -43.9641175)"
437808,000,5611204.0,2024-01-13,NÃO,"RUA ENCOSTA, 7, SANTA MONICA, BELO HORIZONTE, MG, BRASIL",53.485.530 ADRIANA SIMOES DE ALMEIDA,ESTABELECIMENTO SEM NOME,POINT (607306.16 7807350.72),"(-19.8270377, -43.9760947)","(-19.826878, -43.9753377)"
437809,000,5611205.0,2024-01-13,NÃO,"RUA ALBERTO CINTRA, 23, UNIAO, BELO HORIZONTE, MG, BRASIL",53.485.682 JOAO CARLOS RIBEIRO,ESTABELECIMENTO SEM NOME,POINT (612158.55 7801500.28),"(-19.8809841, -43.9283326)","(-19.8794662, -43.9286536)"
438468,000,5611201.0,2024-01-17,SIM,"RUA PLATINA, 1470, CALAFATE, BELO HORIZONTE, MG, BRASIL",MERCEARIA E RESTAURANTE PLATINA LTDA,RESTAURANTE PLATINA,POINT (607735.74 7796578.49),"(-19.9245262, -43.9709158)","(-19.9241852, -43.9706078)"
438788,000,5611201.0,2024-01-18,SIM,"AVENIDA GUARAPARI, 535, SANTA AMELIA, BELO HORIZONTE, MG, BRASIL",LANCHONETE SOUZA LANCHES LTDA,EXGANADAO LANCHES,POINT (607080.03 7805512.94),"(-19.8460286, -43.9765992)","(-19.8434954, -43.9773905)"
439107,000,5611201.0,2024-01-20,NÃO,"RUA JOSE LUIZ DIAS DUARTE, 127, ARAGUAIA, BELO HORIZONTE, MG, BRASIL",53.583.785 ANDRE FERNANDO DOS SANTOS,ESTABELECIMENTO SEM NOME,POINT (605292.69 7789391.77),"(-19.9873412, -43.9954682)","(-19.9892533, -43.9935363)"
437164,000,5611201.0,2024-01-10,SIM,"RUA SERGIPE, 310, BOA VIAGEM, BELO HORIZONTE, MG, BRASIL",MAG BH RESTAURANTE LTDA,MAGNOLIA,POINT (611360.01 7796012.88),"(-19.9271177, -43.9352672)","(-19.9290917, -43.9359489)"
438486,000,5611201.0,2024-01-17,NÃO,"RUA LIRIO DO VALE, 317, GLORIA, BELO HORIZONTE, MG, BRASIL",53.532.372 MARIA JANETE XAVIER,ESTABELECIMENTO SEM NOME,POINT (604063.26 7798757.73),"(-19.9033884, -44.0053669)","(-19.9046946, -44.0058167)"
438802,000,5611201.0,2024-01-18,NÃO,"RUA GUARARAPES, 117, GLORIA, BELO HORIZONTE, MG, BRASIL",JOSEMAR PEREIRA PACHECO,ESTABELECIMENTO SEM NOME,POINT (603790.94 7798824.15),"(-19.9045284, -44.0125371)","(-19.904109, -44.0084218)"
435558,000,5611201.0,2023-12-31,NÃO,"RUA JOSE LINS DO REGO, 663, TUPI A, BELO HORIZONTE, MG, BRASIL",53.333.091 KRISTHOFER JHON PARRA NUNEZ,ESTABELECIMENTO SEM NOME,POINT (612930.18 7806145.46),"(nan, nan)","(-19.8374514, -43.9215676)"
436857,000,5611201.0,2024-01-09,NÃO,"RUA CONDE DE LINHARES, 292, CIDADE JARDIM, BELO HORIZONTE, MG, BRASIL",CASA LINHARES E EVENTOS LTDA,ESTABELECIMENTO SEM NOME,POINT (609952.81 7795071.12),"(-19.9357962, -43.9486549)","(-19.9376807, -43.9493368)"
437527,000,5611201.0,2024-01-11,NÃO,"RUA AFONSO ALVES BRANCO, 124, SERRA, BELO HORIZONTE, MG, BRASIL",53.466.319 MARCIA CRISTINA GONCALVES BRAGA,ESTABELECIMENTO SEM NOME,POINT (612879.49 7795374.26),"(-19.9343859, -43.9210525)","(-19.9347743, -43.9213929)"
437842,000,5611204.0,2024-01-13,NÃO,"AVENIDA SENADOR LEVINDO COELHO, 4534, VILA INDEPENDENCIA IV, BELO HORIZONTE, MG, BRASIL",53.487.600 WANDERSON FERNANDO DE SOUZA,ESTABELECIMENTO SEM NOME,POINT (601293.55 7786312.78),"(nan, nan)","(-20.017286, -44.0315886)"
438821,000,5611205.0,2024-01-18,NÃO,"RUA GERALDO VASCONCELLOS, 938, PANTANAL, BELO HORIZONTE, MG, BRASIL",53.559.186 JOSE CARLOS APOLONIO DOS SANTOS NOGUEIRA,ESTABELECIMENTO SEM NOME,POINT (608558.43 7793003.62),"(nan, nan)","(-19.9564394, -43.9625372)"
435255,000,5611201.0,2023-12-28,NÃO,"RUA GUARARAPES, 1362, PINDORAMA, BELO HORIZONTE, MG, BRASIL",BAR E RESTAURANTE DO VETERANO LTDA,BAR E RESTAURANTE VETERANO,POINT (602725.89 7798342.03),"(-19.9118085, -44.021598)","(-19.9085216, -44.0185688)"
437873,000,5611205.0,2024-01-14,NÃO,"RUA CORCOVADO, 1535, JARDIM AMERICA, BELO HORIZONTE, MG, BRASIL",53.490.601 LORRANE TACIELE BARBOSA,ESTABELECIMENTO SEM NOME,POINT (607643.16 7793610.40),"(-19.9422218, -43.9766166)","(-19.9510079, -43.9713187)"
438197,000,5611201.0,2024-01-16,SIM,"AVENIDA RAJA GABAGLIA, 1880, ALPES, BELO HORIZONTE, MG, BRASIL",ARENA TUNEL RAJA LTDA,ARENA  TUNEL RAJA,POINT (608776.47 7793452.03),"(-19.9523813, -43.9604159)","(-19.9523757, -43.9604803)"
438204,000,5611201.0,2025-02-08,NÃO,"RUA RIO GRANDE DO NORTE, 1435, SAVASSI, BELO HORIZONTE, MG, BRASIL",37.802.264 ANA PAULA SILVA ALEXANDRE,ESTABELECIMENTO SEM NOME,POINT (611699.07 7795022.80),"(-19.9372147, -43.9324923)","(-19.9380179, -43.9326495)"
439811,000,5611205.0,2024-01-24,NÃO,"RUA SENHORA DA CONCEICAO, 359, CACHOEIRINHA, BELO HORIZONTE, MG, BRASIL",53.637.034 RICARDO GONCALVES DA CRUZ,ESTABELECIMENTO SEM NOME,POINT (610166.27 7800099.24),"(-19.8873629, -43.948076)","(-19.8922384, -43.9475979)"
439822,000,5611201.0,2024-01-24,NÃO,"AVENIDA MAGENTA, 637, VITORIA, BELO HORIZONTE, MG, BRASIL",53.637.827 RODRIGO WAGNER SILVA,ESTABELECIMENTO SEM NOME,POINT (616300.74 7803402.59),"(-19.8589858, -43.8927775)","(-19.8620362, -43.8892123)"
434945,000,5611201.0,2023-12-25,NÃO,"RUA PROFESSOR ALVINO DE PAULA, 397, CHACARA LEONINA, BELO HORIZONTE, MG, BRASIL",53.299.443 WALLISON MARCELO FERNANDES BARBOSA,ESTABELECIMENTO SEM NOME,POINT (608849.48 7793031.46),"(-19.9557097, -43.9597577)","(-19.9561716, -43.9597578)"
435264,000,5611205.0,2023-12-28,SIM,"RUA SAPUCAI, 535, FLORESTA, BELO HORIZONTE, MG, BRASIL",MF EMPREENDIMENTOS LTDA,MURE SAPUCAI,POINT (611696.26 7797190.91),"(-19.9185128, -43.9328981)","(-19.9184288, -43.9328079)"
436569,000,5611204.0,2024-01-08,SIM,"RUA MARMORE, 773, SANTA TEREZA, BELO HORIZONTE, MG, BRASIL",DARLJC BAR E RESTAURANTE LTDA,TEREZINHA BAR,POINT (613547.68 7797337.21),"(-19.9162948, -43.9182816)","(-19.9169999, -43.91513)"
437558,000,5611204.0,2024-01-12,SIM,"RUA CURRAL DEL REI, 142, PADRE EUSTAQUIO, BELO HORIZONTE, MG, BRASIL",ESPETAQUIO BAR E ESPETERIA LTDA,ESPETAQUIO BAR E ESPETERIA,POINT (607441.10 7797457.86),"(-19.9179127, -43.9728035)","(-19.9162561, -43.973474)"
437887,000,5611201.0,2024-12-02,NÃO,"RUA PROCOPIO FERREIRA, 243, CALIFORNIA, BELO HORIZONTE, MG, BRASIL",53.491.616 LUIZ FERNANDO RODRIGUES CONCEICAO DE OLIVEIRA,ESTABELECIMENTO SEM NOME,POINT (603513.66 7796872.07),"(-19.9222864, -44.0116843)","(-19.9217616, -44.0109608)"
438863,000,5611201.0,2024-01-18,NÃO,"RUA CLEANTO, 110, NAZARE, BELO HORIZONTE, MG, BRASIL",53.562.866 BRUNO AMORIM DA SILVA,ESTABELECIMENTO SEM NOME,POINT (615421.43 7805117.31),"(-19.8465962, -43.8977903)","(-19.8465956, -43.8977164)"
255395,000,5611201.0,2020-05-06,NÃO,"RUA ALBERTO DE OLIVEIRA, 294, SANTA MONICA, BELO HORIZONTE, MG, BRASIL",ANDERSON FERNANDES RODRIGUES 11201180694,LA CASA DE HAMBURGUERES,POINT (607456.74 7807689.96),"(-19.8239109, -43.973193)","(-19.8238045, -43.9739197)"
255399,000,5611201.0,2020-05-06,NÃO,"AVENIDA TERESA CRISTINA, 4997, SALGADO FILHO, BELO HORIZONTE, MG, BRASIL",BARBARA CRISTINA BATISTA DE OLIVEIRA 07820024631,ASSADOS DO DIGAO,POINT (606085.61 7793966.89),"(nan, nan)","(-19.9478725, -43.9862221)"
256032,000,5611201.0,2020-05-13,SIM,"RUA DAS GAIVOTAS, 296, VILA CLORIS, BELO HORIZONTE, MG, BRASIL",SAITO SUSHI RESTAURANTE & DELIVERY LTDA,SAITO CULINARIA ORIENTAL,POINT (610118.69 7807475.78),"(-19.8253611, -43.948043)","(-19.8255918, -43.9484917)"
256033,000,5611201.0,2022-02-07,SIM,"RUA DOS ODONTOLOGOS, 407, ALIPIO DE MELO, BELO HORIZONTE, MG, BRASIL",SAITO SUSHI RESTAURANTE & DELIVERY LTDA,SAITO CULINARIA ORIENTAL,POINT (604353.67 7800446.53),"(-19.8891471, -44.0028099)","(-19.8894201, -44.003138)"
256034,000,5611201.0,2024-04-16,NÃO,"RUA DAS GAIVOTAS, 296, VILA CLORIS, BELO HORIZONTE, MG, BRASIL",SAITO SUSHI RESTAURANTE & DELIVERY LTDA,SAITO COZINHA SAUDAVEL,POINT (610118.69 7807475.78),"(-19.8253611, -43.948043)","(-19.8255918, -43.9484917)"
256035,000,5611201.0,2024-04-16,NÃO,"RUA DAS GAIVOTAS, 296, VILA CLORIS, BELO HORIZONTE, MG, BRASIL",SAITO SUSHI RESTAURANTE & DELIVERY LTDA,PLANALTO JAPA SUSHI,POINT (610118.69 7807475.78),"(-19.8253611, -43.948043)","(-19.8255918, -43.9484917)"
256037,000,5611205.0,2020-05-13,NÃO,"RUA ARARIBA, 1095, PEDREIRA PRADO LOPES, BELO HORIZONTE, MG, BRASIL",CLESIO ROBERTO DE FATIMA 07149586627,ZICA E ZECA,POINT (609873.90 7799024.48),"(-19.9016398, -43.9492444)","(-19.9019656, -43.9503265)"
256662,000,5611205.0,2020-05-20,NÃO,"RUA SANTO EDUARDO, 73, PAULO VI, BELO HORIZONTE, MG, BRASIL",WESLLIR ALEXANDRE COSTA CAMARGO 14358014666,WACC ALIMENTOS E BEBIDAS,POINT (616304.51 7806430.64),"(-19.8348774, -43.8890515)","(-19.8346771, -43.8893666)"
256663,000,5611201.0,2020-05-20,NÃO,"AVENIDA SENADOR LEVINDO COELHO, 2399, ERNESTO DO NASCIMENTO, BELO HORIZONTE, MG, BRASIL",DOUGLAS ALVES MOREIRA 12564977626,PIZZA EXPRESS ALTAS HORAS,POINT (601065.13 7787245.57),"(-20.0029578, -44.0355291)","(-20.0088698, -44.0338236)"
256985,000,5611201.0,2020-05-25,NÃO,"RUA JOSE BENEVIDES DA SILVEIRA, 168, LETICIA, BELO HORIZONTE, MG, BRASIL",VITORIA VALENTIM SANCHES 50520604830,BURGUERIA POINT,POINT (606823.70 7809665.39),"(-19.8038006, -43.979866)","(-19.8059903, -43.9800775)"
257939,000,5611201.0,2020-06-03,NÃO,"RUA JORNALISTA GERALDO RESENDE, 520, SERRANO, BELO HORIZONTE, MG, BRASIL",PAULO ROBERTO SOUZA NUNES JUNIOR 14003781686,PJ-LOJAS,POINT (603313.67 7801241.28),"(-19.8845619, -44.0142518)","(-19.8822945, -44.0131162)"
258269,000,5611201.0,2020-06-07,NÃO,"RUA LUIS DE OLIVEIRA, 70, JAQUELINE, BELO HORIZONTE, MG, BRASIL",LAYANE DE OLIVEIRA CAMPOS 09002885660,RESTAURANTE E BATATARIA BOM GOSTO,POINT (612305.48 7809477.86),"(-19.8073722, -43.9278496)","(-19.8073782, -43.9277344)"
