ID_ATIV_ECON_ESTABELECIMENTO,ID_CDB,CNAE_PRINCIPAL,DATA_INICIO_ATIVIDADE,IND_POSSUI_ALVARA,ENDERECO_COMPLETO,NOME,NOME_FANTASIA,GEOMETRIA,COORDS,COORD_GEO
1023,000,5611201.0,1993-07-01,NÃO,"RUA DESEMBARGADOR REIS ALVES, 90, BAIRRO DAS INDUSTRIAS I, BELO HORIZONTE, MG, BRASIL",APARECIDA MARIA DE SOUZA,ESTABELECIMENTO SEM NOME,POINT (604468.46 7792708.63),"(-19.9589334, -44.0017603)","(-19.9593289, -44.0016027)"
1025,000,5611201.0,1993-10-15,NÃO,"RUA LUIZ PONGELUPE, 290, CARDOSO, BELO HORIZONTE, MG, BRASIL",LUCAS SILVA DE ARAUJO LTDA,PIZZARIA E CHURRASCARIA VARANDA,POINT (603585.25 7787403.83),"(-20.00629, -44.0100157)","(-20.0073068, -44.009743)"
1056,000,5611201.0,1994-05-02,NÃO,"AVENIDA RESSACA, 118, PADRE EUSTAQUIO, BELO HORIZONTE, MG, BRASIL",PAULO EMILIO COELHO,RABBIT BURGER,POINT (606050.57 7796975.21),"(-19.9177866, -43.9876481)","(-19.9206932, -43.9867302)"
1071,000,5611201.0,1993-11-24,SIM,"RUA DESEMBARGADOR RIBEIRO DA LUZ, 135, BARREIRO, BELO HORIZONTE, MG, BRASIL",GARAPAO BAR E RESTAURANTE LTDA,TATU REI DO ANGU A  BAHIANA,POINT (603011.98 7791138.07),"(-19.9732823, -44.0141195)","(-19.9735972, -44.0154325)"
705,000,5611201.0,1993-10-01,SIM,"AVENIDA CRISTIANO MACHADO, 1950, CIDADE NOVA, BELO HORIZONTE, MG, BRASIL",FRIOS ALMEIDA LTDA,ESPACO DA FEIJOADA,POINT (612160.77 7800283.54),"(-19.8903695, -43.9282191)","(-19.8904595, -43.9285584)"
60382,000,5611201.0,2020-12-15,NÃO,"RUA LUZIA SALOMAO, 50, MANTIQUEIRA, BELO HORIZONTE, MG, BRASIL",AECIO CARLOS MIGUEL LEMOS 99648725691,ESTABELECIMENTO SEM NOME,POINT (606905.28 7809966.88),"(-19.8027128, -43.9798377)","(-19.8032617, -43.9793161)"
60651,000,5611201.0,2011-09-16,SIM,"RUA BRAULIO GOMES NOGUEIRA, 1200, ITAIPU, BELO HORIZONTE, MG, BRASIL",CHURRASCARIA BAHIAS BAR LTDA,ESTABELECIMENTO SEM NOME,POINT (599698.20 7789293.05),"(-19.9945782, -44.0464278)","(-19.9904407, -44.0470014)"
60660,000,5611201.0,2011-09-16,SIM,"RUA DOS OTONI, 222, SANTA EFIGENIA, BELO HORIZONTE, MG, BRASIL",D'MARCUS & CESAR RESTAURANTE LTDA,RESTAURANTE NOVO SABOR,POINT (612760.02 7796250.25),"(-19.9264845, -43.9245162)","(-19.9268665, -43.922588)"
60985,000,5611204.0,2011-09-28,SIM,"RUA DOS TUPINAMBAS, 1100, CENTRO, BELO HORIZONTE, MG, BRASIL",BAR DO MELO LTDA,ESTABELECIMENTO SEM NOME,POINT (610466.17 7797438.33),"(-19.9164141, -43.9443398)","(-19.9162634, -43.944574)"
60996,000,5611201.0,2011-09-27,SIM,"AVENIDA SOLFERINA RICCI PACE, 1301, CONJUNTO JATOBA, BELO HORIZONTE, MG, BRASIL","DU DAY RESTAURANTE, LANCHONETE E DISTRIBUIDORA DE BEBIDAS LTDA",ESTABELECIMENTO SEM NOME,POINT (600010.72 7787842.93),"(nan, nan)","(-20.0035271, -44.0439353)"
60082,000,5611204.0,2011-08-26,NÃO,"RUA FURQUIM WERNECK, 619, TUPI A, BELO HORIZONTE, MG, BRASIL",RESTAURANTE E PIZZARIA VALORES DE MINAS LTDA,RESTAURANTE E PIZZARIA VALORES DE MINAS,POINT (613032.50 7805895.14),"(nan, nan)","(-19.8397072, -43.9205753)"
61013,000,5611201.0,2011-09-30,NÃO,"RUA SALINAS, 1547, SANTA TEREZA, BELO HORIZONTE, MG, BRASIL",SHIRLEY FRAGUAS MESQUITA 85413178620,ESTABELECIMENTO SEM NOME,POINT (612987.77 7797558.50),"(-19.9148029, -43.9230373)","(-19.915033, -43.9204924)"
60718,000,5611204.0,2011-09-21,SIM,"RUA OLINTO MAGALHAES, 710, PADRE EUSTAQUIO, BELO HORIZONTE, MG, BRASIL",JOEL MARTINS 03590726660,ESTABELECIMENTO SEM NOME,POINT (605960.82 7797768.07),"(-19.9135199, -43.9854158)","(-19.9135343, -43.9876333)"
60479,000,5611201.0,2011-09-12,NÃO,"ALA DAS FLORES, 8, VILA SUMARE, BELO HORIZONTE, MG, BRASIL",DIVINA DA CONSOLACAO SILVA 70054436672,ESTABELECIMENTO SEM NOME,POINT (608261.58 7800553.47),"(nan, nan)","(-19.8882409, -43.9658176)"
60142,000,5611204.0,2011-08-30,NÃO,"RUA JOSE FELIX MARTINS, 560, MANTIQUEIRA, BELO HORIZONTE, MG, BRASIL",FERNANDO CARLOS ROSA 39953084653,ESTABELECIMENTO SEM NOME,POINT (606450.16 7810175.43),"(-19.7995836, -43.9839528)","(-19.8014022, -43.9836728)"
60751,000,5611201.0,2011-09-21,NÃO,"RUA MANGARATIBA, 390, SAO GERALDO, BELO HORIZONTE, MG, BRASIL",PIZZAIOLO BOA VISTA LTDA,PIZZAIOLO SAO GERALDO II,POINT (614911.76 7799305.54),"(-19.9016216, -43.901457)","(-19.8991358, -43.9022216)"
60175,000,5611201.0,2011-08-30,SIM,"AVENIDA OIAPOQUE, 156, CENTRO, BELO HORIZONTE, MG, BRASIL",RESTAURANTE BAO TAMEM LTDA,ESTABELECIMENTO SEM NOME,POINT (611008.61 7797737.66),"(-19.9131077, -43.9393344)","(-19.9135281, -43.9394101)"
60794,000,5611201.0,2011-09-21,NÃO,"RUA SERGIPE, 1360, SAVASSI, BELO HORIZONTE, MG, BRASIL",BH CHURRASCARIA LTDA,XICO DO CHURRASCO SAVASSI,POINT (611087.01 7794985.47),"(-19.9382457, -43.9384554)","(-19.9383902, -43.9384951)"
61213,000,5611204.0,2011-10-06,NÃO,"RUA DONA MARIA SENHORA, 853, DIAMANTE, BELO HORIZONTE, MG, BRASIL",SELMO PEREIRA COIMBRA 95585494600,ESTABELECIMENTO SEM NOME,POINT (602363.35 7788403.16),"(-19.9983722, -44.02238)","(-19.9983424, -44.0214787)"
61045,000,5611204.0,2011-09-30,SIM,"RUA CARLOS TORREZANI, 285, LETICIA, BELO HORIZONTE, MG, BRASIL",14.396.470 TIAGO BARBOSA RIBEIRO,CANTINA DO CHURRASCO,POINT (606658.34 7809126.13),"(-19.8094611, -43.9804162)","(-19.8108717, -43.9816251)"
60576,000,5611201.0,2011-09-14,SIM,"AVENIDA RAJA GABAGLIA, 2664, ESTORIL, BELO HORIZONTE, MG, BRASIL",MELO SILVA ENGENHARIA E ALIMENTOS LTDA,TOSCANINI CAFE,POINT (609074.21 7792680.91),"(-19.9581626, -43.9570934)","(-19.9593263, -43.9575895)"
60838,000,5611201.0,2011-09-25,NÃO,"RUA DOUTOR JOAO MIRANDA, 188, DONA CLARA, BELO HORIZONTE, MG, BRASIL",EMANUELLA LARISSA VALADARES LIPARIZI 07264033694,ESTABELECIMENTO SEM NOME,POINT (611407.93 7803504.66),"(-19.8612876, -43.9362088)","(-19.8613991, -43.9359435)"
60855,000,5611204.0,2011-09-26,NÃO,"RUA CATALUNHA, 443, SANTA TEREZINHA, BELO HORIZONTE, MG, BRASIL",MAURILO JOSE DUTRA FILHO 00490044689,ESTABELECIMENTO SEM NOME,POINT (603887.66 7802487.93),"(-19.8725355, -44.0098436)","(-19.871, -44.007704)"
61076,000,5611201.0,2011-10-03,NÃO,"AVENIDA OIAPOQUE, 221, CENTRO, BELO HORIZONTE, MG, BRASIL",VANESSA FERREIRA DE PAULA 06002963693,ESTABELECIMENTO SEM NOME,POINT (610983.89 7797706.92),"(-19.9134062, -43.9402868)","(-19.9138072, -43.9396444)"
60310,000,5611201.0,2011-09-02,NÃO,"RUA JOSE CLETO, 901, SANTA CRUZ, BELO HORIZONTE, MG, BRASIL",CANTINA DA TIA ZITA LTDA,TITIA ZITA,POINT (611066.18 7802146.83),"(-19.8765417, -43.931516)","(-19.8736869, -43.9391255)"
61150,000,5611204.0,2011-10-05,NÃO,"RUA ALABASTRO, 345, SAGRADA FAMILIA, BELO HORIZONTE, MG, BRASIL",ADENILSON JOSE APARECIDO VIEIRA 04589142660,ESTABELECIMENTO SEM NOME,POINT (612977.79 7798190.31),"(-19.9113359, -43.9208918)","(-19.9093251, -43.9206265)"
59410,000,5611201.0,1971-02-08,SIM,"RUA DA BAHIA, 615, CENTRO, BELO HORIZONTE, MG, BRASIL",BAR E RESTAURANTE FORTUNA DE MINAS LTDA,ESTABELECIMENTO SEM NOME,POINT (611348.67 7796976.04),"(-19.9214255, -43.9365262)","(-19.92039, -43.9361155)"
59051,000,5611204.0,1978-11-01,SIM,"RUA DOS GUARANIS, 600, CENTRO, BELO HORIZONTE, MG, BRASIL",EGIDIO MARTINS MONTEIRO,BAR DO GIL,POINT (610568.45 7797004.98),"(-19.916232, -43.9423878)","(-19.920173, -43.9435709)"
59427,000,5611201.0,1957-02-01,NÃO,"RUA DA BAHIA, 1403, LOURDES, BELO HORIZONTE, MG, BRASIL",BAR E RESTAURANTE CHANTECLER LTDA,ESTABELECIMENTO SEM NOME,POINT (611145.54 7796209.90),"(-19.9387179, -43.9412853)","(-19.9273239, -43.9380098)"
59755,000,5611204.0,1980-06-26,SIM,"RUA AUGUSTO DOS ANJOS, 743, RIO BRANCO, BELO HORIZONTE, MG, BRASIL",BAR RECANTO DA AMIZADE LTDA,BAR RECANTO DA AMIZADE,POINT (606700.81 7808195.47),"(-19.8182833, -43.9854839)","(-19.8192784, -43.9811661)"
59067,018,5611201.0,1978-11-01,SIM,"AVENIDA AUGUSTO DE LIMA, 744, CENTRO, BELO HORIZONTE, MG, BRASIL",BAR E RESTAURANTE CASA CHEIA LTDA,RESTAURANTE JORGE AMERICANO,POINT (610591.38 7796689.57),"(-19.9225815, -43.9430243)","(-19.9230215, -43.9433329)"
59074,000,5611201.0,2024-12-30,NÃO,"RUA WILSON ROCHA LIMA, 80, SANTA LUCIA, BELO HORIZONTE, MG, BRASIL",REDE PAULO DE TARSO,SUNTOR RESTAURANTE & CAFETERIA,POINT (609285.47 7791457.82),"(-19.9704174, -43.9556202)","(-19.9703653, -43.955498)"
59449,000,5611201.0,1979-09-15,SIM,"AVENIDA GUARAPARI, 1166, SANTA AMELIA, BELO HORIZONTE, MG, BRASIL",CHURRASCARIA SANTA AMELIA LTDA,CHURRASCARIA SANTA AMELIA,POINT (607328.52 7806326.66),"(-19.8400936, -43.9776251)","(-19.8361295, -43.9750649)"
59451,000,5611201.0,1981-04-01,SIM,"AVENIDA CRISTIANO MACHADO, 5480, SAO PAULO, BELO HORIZONTE, MG, BRASIL",BAR E RESTAURANTE PENA VERDE LTDA,ESTABELECIMENTO SEM NOME,POINT (612268.07 7802856.26),"(-19.8691197, -43.9281169)","(-19.8672083, -43.92769)"
59777,000,5611201.0,1982-03-08,NÃO,"RUA DOS AIMORES, 1065, BOA VIAGEM, BELO HORIZONTE, MG, BRASIL",LANCHES TROPPO BUONO LTDA,ESTABELECIMENTO SEM NOME,POINT (611529.47 7795976.25),"(-19.9288081, -43.9364357)","(-19.929413, -43.9343277)"
59095,000,5611201.0,1978-01-02,SIM,"RUA ESMERALDA, 604, PRADO, BELO HORIZONTE, MG, BRASIL",GUT BAR LTDA,ESTABELECIMENTO SEM NOME,POINT (608590.80 7796100.48),"(-19.9267616, -43.9618748)","(-19.9284567, -43.9624107)"
59463,000,5611201.0,1977-05-02,SIM,"RUA LAGOA DA PRATA, 480, SALGADO FILHO, BELO HORIZONTE, MG, BRASIL",MESSIAS BAR LTDA,ESTABELECIMENTO SEM NOME,POINT (606433.32 7794845.80),"(-19.9441832, -43.9838821)","(-19.9399123, -43.9829505)"
59465,000,5611201.0,1977-07-01,NÃO,"AVENIDA OLEGARIO MACIEL, 714, CENTRO, BELO HORIZONTE, MG, BRASIL",BAR E RESTAURANTE BOM DIA LTDA,RESTAURANTE DO ZEQUINHA,POINT (610437.58 7796927.31),"(-19.9160485, -43.9433801)","(-19.9208822, -43.9448165)"
59470,000,5611201.0,1977-11-01,SIM,"RUA ICANA, 33, NOVA SUISSA, BELO HORIZONTE, MG, BRASIL",LANCHONETE E MERCEARIA JEQUITINHONHA LTDA,ESTABELECIMENTO SEM NOME,POINT (607025.19 7795252.86),"(-19.936467, -43.975442)","(-19.9362019, -43.9773191)"
59476,000,5611204.0,1962-01-02,SIM,"RUA JACUI, 463, COLEGIO BATISTA, BELO HORIZONTE, MG, BRASIL",BAR ROSICLE LTDA,BAR ROSICLE,POINT (611746.21 7798219.17),"(-19.9042516, -43.9323855)","(-19.9091354, -43.932393)"
59797,000,5611204.0,1982-04-02,SIM,"RUA CONSELHEIRO DANTAS, 6, CALAFATE, BELO HORIZONTE, MG, BRASIL",JOSE CARLOS DE SA MENEZES E CIA LIMITADA,BAR DA PRACA,POINT (608007.64 7796661.55),"(-19.9240145, -43.9674524)","(-19.9234197, -43.9680151)"
59485,000,5611204.0,1964-09-16,NÃO,"RUA PENAFIEL, 186, ANCHIETA, BELO HORIZONTE, MG, BRASIL",BAR E CAFE SANDRA LTDA,BAR E CAFE SANDRA LTDA,POINT (612235.89 7793719.92),"(-19.9500233, -43.9270906)","(-19.9497587, -43.927441)"
59958,000,5611201.0,2011-08-23,NÃO,"AVENIDA OLINTO MEIRELES, 316, BARREIRO, BELO HORIZONTE, MG, BRASIL",LELIA ALVES PEREIRA MARTINS,ESTABELECIMENTO SEM NOME,POINT (603234.44 7791091.80),"(-19.9846024, -44.0094293)","(-19.9740035, -44.0133039)"
59148,000,5611204.0,1977-06-08,SIM,"RUA ELISIO DE BRITO, 205, BOA VISTA, BELO HORIZONTE, MG, BRASIL",BAR SO LAZARO LTDA,ESTABELECIMENTO SEM NOME,POINT (614492.53 7799648.44),"(-19.8962505, -43.90653)","(-19.8960623, -43.9062474)"
59150,000,5611201.0,1979-08-15,NÃO,"RUA SAO MATIAS, 143, SAO SALVADOR, BELO HORIZONTE, MG, BRASIL",SORVETERIA TEIXEIRA LTDA,ESTABELECIMENTO SEM NOME,POINT (603262.58 7800320.63),"(-19.8904765, -44.0135417)","(-19.8906157, -44.0135527)"
59508,000,5611204.0,1980-11-01,NÃO,"RUA CAMPO FORMOSO, 166, SALGADO FILHO, BELO HORIZONTE, MG, BRASIL",BAR CAMPO FORMOSO LTDA,ESTABELECIMENTO SEM NOME,POINT (606115.11 7794076.57),"(-19.9469299, -43.9857617)","(-19.9468799, -43.9859465)"
59517,000,5611201.0,1981-08-24,NÃO,"RUA ALAGOAS, 763, SAVASSI, BELO HORIZONTE, MG, BRASIL",CHL LIMITADA,ESTABELECIMENTO SEM NOME,POINT (611385.89 7795481.72),"(-19.9342903, -43.9359366)","(-19.9338894, -43.9356695)"
59870,000,5611204.0,2011-08-22,SIM,"AVENIDA OLEGARIO MACIEL, 474, CENTRO, BELO HORIZONTE, MG, BRASIL",GULU BAR E RESTAURANTE LTDA,ESTABELECIMENTO SEM NOME,POINT (610509.51 7797197.12),"(-19.9160485, -43.9433801)","(-19.9184403, -43.9441455)"
58856,000,5611204.0,1969-10-01,NÃO,"RUA ELISIO DE BRITO, 395, BOA VISTA, BELO HORIZONTE, MG, BRASIL",JAIME BOTELHO DE LIMA,ESTABELECIMENTO SEM NOME,POINT (614686.88 7799692.11),"(-19.8962505, -43.90653)","(-19.8956563, -43.9043937)"
58858,000,5611204.0,1955-01-01,SIM,"RUA DOS TAMOIOS, 499, CENTRO, BELO HORIZONTE, MG, BRASIL",BAR E CAFE BEIRUTE LTDA,ESTABELECIMENTO SEM NOME,POINT (610827.56 7797031.93),"(-19.9198038, -43.9410821)","(-19.9199148, -43.9410972)"
58861,018,5611204.0,1973-03-01,SIM,"AVENIDA AUGUSTO DE LIMA, 744, CENTRO, BELO HORIZONTE, MG, BRASIL",LUMAPA BAR LTDA,RESTAURANTE JORGE AMERICANO,POINT (610591.38 7796689.57),"(-19.9225815, -43.9430243)","(-19.9230215, -43.9433329)"
58872,000,5611201.0,1971-12-10,SIM,"AVENIDA OLEGARIO MACIEL, 2280, SANTO AGOSTINHO, BELO HORIZONTE, MG, BRASIL",PIZZARELLA LTDA,PIZZARELLA,POINT (610053.88 7795478.95),"(-19.9339732, -43.9484406)","(-19.9339902, -43.9483955)"
59203,000,5611204.0,1980-07-01,SIM,"RUA PADRE EUSTAQUIO, 2494, PADRE EUSTAQUIO, BELO HORIZONTE, MG, BRASIL",BOLA BAR LTDA,BOLA BAR,POINT (607143.97 7797604.76),"(-19.9180268, -43.9755744)","(-19.9149452, -43.9763211)"
59209,000,5611201.0,1980-07-20,SIM,"RUA PINHEIRO CHAGAS, 406, BARREIRO, BELO HORIZONTE, MG, BRASIL",BAR E RESTAURANTE TRUPICO MINEIRO LTDA,ESTABELECIMENTO SEM NOME,POINT (603285.19 7790357.89),"(-19.980685, -44.0128009)","(-19.9806319, -44.0127776)"
58889,000,5611201.0,2012-10-29,SIM,"AVENIDA PROFESSOR ALFREDO BALENA, 190, SANTA EFIGENIA, BELO HORIZONTE, MG, BRASIL",FUNDACAO UNIVERSITARIA MENDES PIMENTEL,RESTAURANTE CAMPUS SAUDE,POINT (612057.10 7796444.00),"(-19.9241951, -43.9294103)","(-19.9251565, -43.9293153)"
58890,000,5611201.0,2012-10-29,SIM,"AVENIDA ALVARES CABRAL, 211, CENTRO, BELO HORIZONTE, MG, BRASIL",FUNDACAO UNIVERSITARIA MENDES PIMENTEL,RESTAURANTE FACULDADE DE DIREITO,POINT (611273.65 7796405.89),"(-19.9247003, -43.9355033)","(-19.9255458, -43.9367977)"
58892,000,5611201.0,2012-10-29,NÃO,"AVENIDA PRESIDENTE ANTONIO CARLOS, 6627, CAMPUS UFMG, BELO HORIZONTE, MG, BRASIL",FUNDACAO UNIVERSITARIA MENDES PIMENTEL,RESTAURANTE CAMPUS PAMPULHA-SETORIAL II,POINT (609179.12 7803009.14),"(-19.8630917, -43.9597997)","(-19.866002, -43.9571989)"
58893,000,5611201.0,2012-10-29,NÃO,"AVENIDA PRESIDENTE ANTONIO CARLOS, 6627, CAMPUS UFMG, BELO HORIZONTE, MG, BRASIL",FUNDACAO UNIVERSITARIA MENDES PIMENTEL,RESTAURANTE CAMPUS PAMPULHA-SETORIAL I,POINT (609179.12 7803009.14),"(-19.8630917, -43.9597997)","(-19.866002, -43.9571989)"
59218,000,5611204.0,1980-09-11,SIM,"RUA CURITIBA, 1022, CENTRO, BELO HORIZONTE, MG, BRASIL",BAR E LANCHONETE ARUAQUES LTDA,ESTABELECIMENTO SEM NOME,POINT (610716.28 7796849.69),"(-19.9184402, -43.9412152)","(-19.9215677, -43.9421493)"
59223,000,5611201.0,1980-10-01,SIM,"RUA DA BAHIA, 1172, CENTRO, BELO HORIZONTE, MG, BRASIL",RESTAURANTE MARGHERITA LTDA,ESTABELECIMENTO SEM NOME,POINT (611185.68 7796443.77),"(-19.9214255, -43.9365262)","(-19.9252085, -43.9376404)"
59229,000,5611204.0,1980-08-01,SIM,"RUA JERUSALEM, 10, GLORIA, BELO HORIZONTE, MG, BRASIL",MANOEL MAURO SALES,ESTABELECIMENTO SEM NOME,POINT (603538.73 7799746.66),"(-19.8982861, -44.0135905)","(-19.8957871, -44.0108828)"
59591,105,5611201.0,1981-02-01,NÃO,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 1195, JOAO PINHEIRO, BELO HORIZONTE, MG, BRASIL",RESTAURANTE XICO DA KAFUA LTDA,XICO DA KAFUA,POINT (604362.02 7796768.02),"(nan, nan)","(-19.9226565, -44.0028501)"
59934,000,5611204.0,2011-08-23,NÃO,"AVENIDA BIAS FORTES, 1411, BARRO PRETO, BELO HORIZONTE, MG, BRASIL",14.170.992 JADEM MAXIMILIANO MARTINS,ESTABELECIMENTO SEM NOME,POINT (610327.12 7796814.74),"(-19.9216954, -43.9458662)","(-19.9219056, -43.945865)"
58900,000,5611204.0,1966-12-26,SIM,"RUA ELISIO DE BRITO, 409, BOA VISTA, BELO HORIZONTE, MG, BRASIL",BAR MARAJO LTDA,ESTABELECIMENTO SEM NOME,POINT (614719.86 7799699.10),"(-19.8962505, -43.90653)","(-19.8955912, -43.9040791)"
58937,000,5611204.0,1967-09-14,SIM,"RUA RAUL MENDES, 151, FLORESTA, BELO HORIZONTE, MG, BRASIL",WAGNER RONALDO GOMES DE ARAUJO,BAR E CAFE GARAPA,POINT (612419.30 7797541.25),"(-19.9159767, -43.9272245)","(-19.9152218, -43.9259219)"
59626,000,5611201.0,1981-10-01,SIM,"RUA CORONEL PEDRO PAULO PENIDO, 495, CIDADE NOVA, BELO HORIZONTE, MG, BRASIL",DRUIDA LANCHES LTDA,ESTABELECIMENTO SEM NOME,POINT (612420.01 7800583.23),"(-19.8882533, -43.9265511)","(-19.8877369, -43.9261006)"
59301,000,5611201.0,1969-05-12,SIM,"RUA DOS TUPIS, 871, CENTRO, BELO HORIZONTE, MG, BRASIL",BAR E RESTAURANTE RIO NOVO LTDA,ESTABELECIMENTO SEM NOME,POINT (610421.47 7796995.06),"(-19.9214244, -43.9398755)","(-19.920271, -43.9449744)"
59306,000,5611204.0,1979-03-01,NÃO,"RUA CACONDE, 71, NOVA FLORESTA, BELO HORIZONTE, MG, BRASIL",BAR NUNES E BRAGA LTDA,ESTABELECIMENTO SEM NOME,POINT (611724.55 7800207.78),"(-19.8907765, -43.9359039)","(-19.8911691, -43.9327204)"
59643,000,5611204.0,1979-02-10,SIM,"AVENIDA SANTA TEREZINHA, 770, SANTA TEREZINHA, BELO HORIZONTE, MG, BRASIL",BAR DO BIDU LTDA,ZE DO ESPETO,POINT (604422.98 7802452.60),"(-19.8706234, -44.0014761)","(-19.8712907, -44.0025894)"
58629,000,5611201.0,1976-12-01,NÃO,"RUA RIO DE JANEIRO, 630, CENTRO, BELO HORIZONTE, MG, BRASIL",BAR RESTAURANTE E PIZZARIA FORMULA 1 LTDA,ESTABELECIMENTO SEM NOME,POINT (611054.15 7797039.82),"(-19.9181014, -43.9383398)","(-19.9198306, -43.938933)"
58642,000,5611201.0,1962-05-29,NÃO,"RUA GERALDO TEIXEIRA DA COSTA, 212, FLORESTA, BELO HORIZONTE, MG, BRASIL",BAR E RESTAURANTE ITATIAIA LTDA,ESTABELECIMENTO SEM NOME,POINT (611785.00 7797045.23),"(-19.9196406, -43.9315824)","(-19.9197399, -43.9319513)"
58963,008,5611204.0,1963-04-24,NÃO,"RUA DOS TUPIS, 369, CENTRO, BELO HORIZONTE, MG, BRASIL",GRUTA MARA LTDA,CAFÉ BAHIA,POINT (610897.19 7796868.72),"(-19.9214244, -43.9398755)","(-19.9213855, -43.9404221)"
59323,018,5611204.0,1968-01-01,SIM,"AVENIDA AUGUSTO DE LIMA, 744, CENTRO, BELO HORIZONTE, MG, BRASIL",BAR FORTALEZA LTDA,RESTAURANTE JORGE AMERICANO,POINT (610591.38 7796689.57),"(-19.9225815, -43.9430243)","(-19.9230215, -43.9433329)"
58654,000,5611201.0,1952-05-01,NÃO,"RUA DO OURO, 895, SERRA, BELO HORIZONTE, MG, BRASIL",BAR DO SALOMAO E IRMA LTDA,BAR DO SALOMAO,POINT (613027.77 7794922.72),"(-19.9403611, -43.9200245)","(-19.9388454, -43.9199485)"
58656,000,5611204.0,1966-08-08,SIM,"RUA NIQUEL, 246, SERRA, BELO HORIZONTE, MG, BRASIL",BAR AUAD LTDA,ESTABELECIMENTO SEM NOME,POINT (613311.79 7794548.23),"(-19.940924, -43.9171593)","(-19.9422124, -43.9172118)"
58991,000,5611204.0,1974-10-10,SIM,"RUA CARMO DA MATA, 644, SAUDADE, BELO HORIZONTE, MG, BRASIL",BAR E MERCEARIA MOREIRA LTDA,ESTABELECIMENTO SEM NOME,POINT (615353.93 7797514.36),"(-19.9131095, -43.8983513)","(-19.9152932, -43.897886)"
59345,000,5611204.0,1962-02-06,SIM,"RUA MONTE VERDE, 213, SAO SALVADOR, BELO HORIZONTE, MG, BRASIL",CHOPPLANDIA LTDA,DISTRIBUIDORA DE BEBIDAS CHOPPLANDIA,POINT (603295.54 7800239.84),"(-19.8915056, -44.0108807)","(-19.8913439, -44.0132334)"
59695,000,5611204.0,1981-11-03,SIM,"RUA PARACATU, 905, BARRO PRETO, BELO HORIZONTE, MG, BRASIL",LANCHONETE PARACATU LTDA,ESTABELECIMENTO SEM NOME,POINT (609598.85 7796375.91),"(-19.9255829, -43.9527897)","(-19.9259116, -43.9527964)"
59697,018,5611204.0,1981-09-01,SIM,"AVENIDA AUGUSTO DE LIMA, 744, CENTRO, BELO HORIZONTE, MG, BRASIL",JILO TRADICAO MC LTDA,RESTAURANTE JORGE AMERICANO,POINT (610591.38 7796689.57),"(-19.9225815, -43.9430243)","(-19.9230215, -43.9433329)"
59009,000,5611204.0,1977-10-01,SIM,"AVENIDA AUGUSTO DE LIMA, 1288, BARRO PRETO, BELO HORIZONTE, MG, BRASIL",RIBAS LANCHES LTDA,ESTABELECIMENTO SEM NOME,POINT (610046.79 7796834.29),"(-19.9220472, -43.9476699)","(-19.9217448, -43.9485443)"
59363,000,5611201.0,1972-06-20,SIM,"RUA DOS GUARANIS, 560, CENTRO, BELO HORIZONTE, MG, BRASIL",TOP LANCHES LTDA,ESTABELECIMENTO SEM NOME,POINT (610580.14 7797046.97),"(-19.916232, -43.9423878)","(-19.919793, -43.9434617)"
59365,009,5611201.0,1955-09-16,SIM,"RUA DOS TUPINAMBAS, 638, CENTRO, BELO HORIZONTE, MG, BRASIL",CAFE PALHARES LTDA,CAFÉ PALHARES,POINT (610938.14 7797312.41),"(-19.9164141, -43.9443398)","(-19.9173743, -43.9400576)"
59724,000,5611201.0,1981-10-15,SIM,"RUA DOS ASTECAS, 2670, SANTA MONICA, BELO HORIZONTE, MG, BRASIL",PIZZARIA OPCAO LTDA,PIZZARIA OPCAO,POINT (606775.11 7807360.29),"(-19.8316642, -43.976161)","(-19.8268205, -43.9804086)"
59376,018,5611204.0,1979-10-15,NÃO,"AVENIDA AUGUSTO DE LIMA, 744, CENTRO, BELO HORIZONTE, MG, BRASIL",BAR E CAFE SAO JUDAS LTDA,RESTAURANTE JORGE AMERICANO,POINT (610591.38 7796689.57),"(-19.9225815, -43.9430243)","(-19.9230215, -43.9433329)"
59377,018,5611204.0,2015-04-15,NÃO,"AVENIDA AUGUSTO DE LIMA, 744, CENTRO, BELO HORIZONTE, MG, BRASIL",BAR E CAFE SAO JUDAS LTDA,RESTAURANTE JORGE AMERICANO,POINT (610591.38 7796689.57),"(-19.9225815, -43.9430243)","(-19.9230215, -43.9433329)"
59379,000,5611204.0,1976-10-13,SIM,"RUA FLORIDA, 15, SION, BELO HORIZONTE, MG, BRASIL",BAR DO ANTONIO LIMITADA,BAR DO ANTONIO,POINT (611548.14 7793865.29),"(-19.9485952, -43.9338742)","(-19.9484848, -43.9340213)"
59380,000,5611204.0,2006-08-22,NÃO,"RUA FLORIDA, 31, SION, BELO HORIZONTE, MG, BRASIL",BAR DO ANTONIO LIMITADA,ESTABELECIMENTO SEM NOME,POINT (611568.45 7793859.97),"(-19.9489897, -43.9322579)","(-19.9485317, -43.933827)"
59381,000,5611205.0,2013-10-17,NÃO,"RUA GUAICUI, 615, LUXEMBURGO, BELO HORIZONTE, MG, BRASIL",BAR DO ANTONIO LIMITADA,ESTABELECIMENTO SEM NOME,POINT (609403.37 7793992.97),"(-19.9473302, -43.9544083)","(-19.947453, -43.9545223)"
